Название	Цена	Система размораживания холодильной камеры	Количество камер	Количество дверей	Инверторный компрессор	Размеры (Ширина)	Размеры (Высота)	Размеры (Глубина)	Тип_Винный шкаф	Тип_Холодильная витрина	Тип_Холодильник	Расположение морозильной камеры_отсутствует	Расположение морозильной камеры_сбоку	Расположение морозильной камеры_сверху	Расположение морозильной камеры_слева	Расположение морозильной камеры_снизу	Класс энергопотребления_A	Класс энергопотребления_A+	Класс энергопотребления_A++	Класс энергопотребления_B	Класс энергопотребления_C	Класс энергопотребления_E	Класс энергопотребления_F	Класс энергопотребления_G
Холодильник двухкамерный Атлант XM-4009-022 белый	0.050953279599287464	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.6744791666666666	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Gorenje NRK6201PW4 No Frost Plus, белый	0.09726802941850826	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8984375	0.6154299870237113	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Атлант XM-4010-022 белый	0.04806081236000635	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.6953125	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B5RCNK403ZXBR Total No Frost, антрацит	0.0864036402758426	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9036458333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko CNMV5335E20VS Total No Frost, серебристый	0.07493959329088697	No Frost	0.3333333333333333	0.2	0.0	0.3824701195219124	0.9036458333333334	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko RCNK310E20VW Total No Frost, белый	0.06700294537822536	No Frost	0.3333333333333333	0.2	0.0	0.3824701195219124	0.8151041666666666	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko RCNK310E20VS Total No Frost, серебристый	0.06876664491437239	No Frost	0.3333333333333333	0.2	0.0	0.3824701195219124	0.8151041666666666	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Атлант MX-5810-62 белый	0.04298135769590292	капельное	0.0	0.0	0.0	0.46215139442231074	0.6380208333333334	0.6779521056977704	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Бирюса Б-50 белый	0.01760172137074728	ручное	0.0	0.0	0.0	0.29216467463479423	0.11302083333333335	0.4479178954818922	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Indesit ITR 5180 E Total No Frost, бежевый	0.06700294537822536	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8203125	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Indesit TIA 16 белый	0.0458385509444611	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.7265625	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Gorenje RF212FPW4 белый	0.04329882361240939	ручное	0.3333333333333333	0.2	0.0	0.2961487383798141	0.4661458333333333	0.4915654122920845	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Атлант XM-4621-101 белый	0.05606800825411383	капельное	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8296875	0.6590775038339035	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Indesit ITR 4160 E Total No Frost, бежевый	0.059948147233637276	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.7265625	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Атлант XM-4712-100 белый	0.04857228522548899	капельное	0.3333333333333333	0.2	0.0	0.4555112881806109	0.7572916666666667	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Gorenje RK4181PS4 нержавеющая сталь	0.0627171555053881	капельное	0.3333333333333333	0.2	0.0	0.3957503320053121	0.7942708333333334	0.5741417954465023	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный STINOL STN 200 Total No Frost, белый	0.06153371311663345	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8984375	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Indesit ITD 167 W белый	0.0458385509444611	капельное	0.0	0.0	0.0	0.46215139442231074	0.7265625	0.7074436711100626	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Бирюса Б-110 белый	0.03615584049101395	ручное	0.0	0.0	0.0	0.30278884462151395	0.4947916666666667	0.6307656010381031	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko CSKDN6270M20W белый	0.05289334908904919	капельное	0.3333333333333333	0.2	0.0	0.3824701195219124	0.7473958333333334	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Indesit TIA 14 белый	0.04407485140831408	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.6119791666666666	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Бирюса Б-M90 серый металлик	0.026984602903049437	ручное	0.0	0.0	0.0	0.29216467463479423	0.2994791666666667	0.4479178954818922	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Атлант 4625-101 NL Full No Frost, белый	0.08707384609957848	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9338541666666668	0.6956470449451457	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Indesit ES 20 A белый	0.05642074816134323	ручное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8776041666666666	0.6425622272030199	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B3R0CNK332HW белый	0.07317589375473994	No Frost	0.3333333333333333	0.2	0.0	0.3824701195219124	0.9036458333333334	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный STINOL STS 150 белый	0.04636766080530521	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.6380208333333334	0.6484605402854784	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-120 белый	0.04751406550380077	капельное	0.3333333333333333	0.2	0.0	0.30278884462151395	0.7161458333333334	0.6307656010381031	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Hyundai CO1043WT белый	0.03261080442335844	ручное	0.0	0.0	0.0	0.25896414342629487	0.2895833333333333	0.4762297982776926	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko RCNK335K00W Total No Frost, белый	0.06523924584207834	No Frost	0.3333333333333333	0.2	0.0	0.3824701195219124	0.9036458333333334	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Indesit ES 18 A белый	0.05289334908904919	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8203125	0.6484605402854784	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Gorenje NRK6191EW4 Total No Frost, белый	0.07986031499673715	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8203125	0.6154299870237113	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Атлант MXM-2808-90 белый	0.049083758090971624	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.6588541666666666	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Атлант XM-6021-031 белый	0.058995749484117885	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8255208333333334	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный NORDFROST NR 403 AW белый	0.028342651545882645	ручное	0.0	0.0	0.0	0.32934926958831345	0.3046875	0.5422909048012269	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный Hyundai CM5084FGBK Side by Side, French Door, черное стекло	0.15166052311328243	No Frost	0.6666666666666666	0.6	0.0	0.7675962815405046	0.8119791666666667	0.7098029963430459	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko RCSK310M20W белый	0.05289334908904919	капельное	0.3333333333333333	0.2	0.0	0.3824701195219124	0.8151041666666666	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-122 белый	0.03929522566535565	капельное	0.3333333333333333	0.2	0.0	0.30278884462151395	0.4947916666666667	0.6307656010381031	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-M122 серебристый металлик	0.04449813929698936	капельное	0.3333333333333333	0.2	0.0	0.30278884462151395	0.4947916666666667	0.6307656010381031	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CC3586F черное стекло	0.09874953702887176	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8739583333333334	0.6661554795328536	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Midea MDRB521MIE33OD Full No Frost, инверторный бежевый	0.09698583749272474	No Frost	0.3333333333333333	0.2	1.0	0.4555112881806109	0.9078125	0.6956470449451457	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Indesit ITR 4200 E Total No Frost, бежевый	0.06876664491437239	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8776041666666666	0.6484605402854784	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Indesit ITR 4180 E Total No Frost, бежевый	0.06347554630593132	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8203125	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Indesit ITS 4180 XB нержавеющая сталь	0.06523924584207834	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8203125	0.6484605402854784	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Атлант 4425-049-ND Full No Frost, нержавеющая сталь	0.09114799202807809	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9338541666666668	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Gorenje NRK6191ES4 Total No Frost, серебристый	0.09139490996313868	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8203125	0.6154299870237113	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-M118 серебристый	0.04539762606042435	капельное	0.3333333333333333	0.2	0.0	0.30278884462151395	0.6119791666666666	0.6307656010381031	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CS5083FWT Side by Side, инверторный белый	0.12167763099878305	No Frost	0.3333333333333333	0.2	1.0	0.701195219123506	0.7604166666666666	0.7581691636192049	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Indesit DS 4200 W белый	0.05642074816134323	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8984375	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Indesit DS 4200 G серебристый/черный	0.05818444769749025	ручное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8776041666666666	0.6484605402854784	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный NORDFROST NR 403 B черный	0.030106351082029664	ручное	0.0	0.0	0.0	0.32934926958831345	0.3046875	0.5422909048012269	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko CNKDN6335KC0W Total No Frost, белый	0.06523924584207834	No Frost	0.3333333333333333	0.2	0.0	0.3824701195219124	0.9036458333333334	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CC50073F инверторный нержавеющая сталь	0.12520503007107708	No Frost	0.3333333333333333	0.2	1.0	0.4555112881806109	0.9036458333333334	0.7192402972749794	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Gorenje NRK6192AXL4 Total No Frost, серебристый	0.0864036402758426	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8203125	0.6154299870237113	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Атлант MXM-2826-90 белый	0.04821954531825958	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.7265625	0.6779521056977704	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Samsung RB33A32N0WW/WT инверторный белый	0.10218875112435845	No Frost	0.3333333333333333	0.2	1.0	0.4555112881806109	0.8203125	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Саратов 451 КШ-165/15 белый	0.04204659694174501	ручное	0.0	0.0	0.0	0.30278884462151395	0.4640625	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B5RCNK363ZXBR Total No Frost, инверторный антрацит	0.07934884213125452	No Frost	0.3333333333333333	0.2	1.0	0.4555112881806109	0.8255208333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko RCSK250M00W белый	0.050247799784828656	капельное	0.3333333333333333	0.2	0.0	0.3824701195219124	0.6796875	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B3DRCNK402HW Total No Frost, белый	0.07934884213125452	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9036458333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный Hyundai CS6073FV No Frost, Side by Side, инверторный белое стекло	0.19222561244466393	No Frost	0.6666666666666666	0.4	1.0	0.8751660026560424	0.8098958333333334	0.7735047776335967	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HAIER CEF535AWD белый	0.07936471542707985	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8463541666666666	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B3DRCNK362HW Total No Frost, белый	0.07229404398666643	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8255208333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B1RCSK402W белый	0.0625936965378578	капельное	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9036458333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Indesit ES 16 GA серебристый/черный	0.05112964955290217	ручное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.7265625	0.6425622272030199	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный Hyundai CM4542F Total No Frost, Side by Side, белое стекло	0.157833471489797	No Frost	0.6666666666666666	0.6	0.0	0.7051792828685258	0.8072916666666666	0.6744131178482954	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CC3593FWT No Frost, белый	0.0943402881885042	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9036458333333334	0.6661554795328536	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HOTPOINT HT 5200 W Total No Frost, белый/серебристый	0.07405774352281345	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8776041666666666	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Midea MDRB521MIE01OD Full No Frost, инверторный белый	0.09347431171625602	No Frost	0.3333333333333333	0.2	1.0	0.4555112881806109	0.9078125	0.6956470449451457	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko RDSK240M00W белый	0.04848410024868163	ручное	0.3333333333333333	0.2	0.0	0.3824701195219124	0.6161458333333334	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST NRT 145 032 белый	0.05030071077091307	капельное	0.3333333333333333	0.2	0.0	0.4276228419654715	0.665625	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HOTPOINT HT 4180 S Total No Frost, серебристый/серебристый	0.07053034445051941	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8203125	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B3DRCNK402HXBR Total No Frost, антрацит	0.08463994073969558	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9036458333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Бирюса Б-M108 серый металлик	0.03206405756715286	ручное	0.0	0.0	0.0	0.30278884462151395	0.3072916666666667	0.6307656010381031	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный STINOL STS 185 белый	0.05201149932097568	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8203125	0.6484605402854784	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
